~,st_data_export_visual_item_id,st_data_export_hit_fraction,st_data_export_ap_scale,st_data_export_body_bonearmor,st_data_export_head_bonearmor
actors\stalker_bandit\stalker_bandit_sunrise_seva_mask_3,monolith_scientific_outfit,0.4,0.8,0.15,0.15
actors\stalker_bandit\stalker_bandit_tac_1,,0.45,0.8,0.15,0
actors\stalker_bandit\stalker_bandit_tac_2,,0.45,0.8,0.15,0
actors\stalker_bandit\stalker_bandit_tac_3,,0.45,0.8,0.15,0
actors\stalker_bandit\stalker_bandit_tac_4,,0.45,0.8,0.15,0
actors\stalker_bandit\stalker_bandit_tr,"bandit_novice_outfit,helm_cloth_mask",0.9,0.9,0.011,0
actors\stalker_bandit\stalker_bandit_trader,,0.7,0.85,0.011,0
actors\stalker_bandit\stalker_bandit_tweaker,,0.7,0.85,0.011,0
actors\stalker_bandit\stalker_bandit_veteran_coat,,0.45,0.8,0.15,0
actors\stalker_bandit\stalker_bandit_wanderer_1,,0.4,0.85,0.15,0.011
actors\stalker_bandit\stalker_bandit_wanderer_2,,0.4,0.85,0.15,0.011
actors\stalker_bandit\stalker_bandit_warlord_1,,0.3,0.75,0.25,0
actors\stalker_bandit\stalker_bandit_warlord_2,,0.3,0.75,0.25,0
actors\stalker_bandit\stalker_bandit_warlord_3,,0.3,0.75,0.25,0
actors\stalker_bandit\stalker_bandit_warlord_4,,0.3,0.75,0.25,0.011
actors\stalker_bandit\stalker_bandita1,"bandit_novice_outfit,helm_cloth_mask",0.9,0.9,0.011,0
actors\stalker_bandit\stalker_bandita2,"bandit_novice_outfit_alt,helm_cloth_mask",0.9,0.9,0.011,0
actors\stalker_bandit\stalker_bandita3,"bandit_novice_outfit,helm_cloth_mask",0.9,0.9,0.011,0
actors\stalker_bandit\stalker_bondit_zara,"bandit_ps5_outfit,helm_resp",0.5,0.8,0.1,0
actors\stalker_bandit\stalker_bondit_zara_ppm,,0.45,0.8,0.15,0.011
actors\stalker_bandit\stalker_merc_10,"bandit_sun_outfit,helm_respirator_old",0.5,0.8,0.1,0.011
actors\stalker_bandit\stalker_skat_custom,,0.3,0.75,0.25,0.3
actors\stalker_bandit\stalker_soldier_b,military_bandit_outfit,0.3,0.75,0.25,0.3
actors\stalker_bandit\stalker_soldier_b_pbf,,0.3,0.75,0.25,0.3
actors\stalker_bandit\stalker_soldier_b_pbf_2,,0.3,0.75,0.25,0.3
actors\stalker_dolg\1,monolith_scientific_outfit,0.4,0.8,0.15,0.15
actors\stalker_dolg\1_1,,0.45,0.8,0.15,0
actors\stalker_dolg\2,,0.45,0.8,0.15,0.011
actors\stalker_dolg\2_1,,0.45,0.8,0.15,0
actors\stalker_dolg\2_10,,0.45,0.8,0.15,0
actors\stalker_dolg\2_11,,0.45,0.8,0.15,0
actors\stalker_dolg\2_12,,0.45,0.8,0.15,0
actors\stalker_dolg\2_13,,0.45,0.8,0.15,0
actors\stalker_dolg\2_14,,0.45,0.8,0.15,0
actors\stalker_dolg\2_15,,0.45,0.8,0.15,0
actors\stalker_dolg\2_16,,0.45,0.8,0.15,0
actors\stalker_dolg\2_17,,0.45,0.8,0.15,0
actors\stalker_dolg\2_18,,0.45,0.8,0.15,0
actors\stalker_dolg\2_19,,0.45,0.8,0.15,0
actors\stalker_dolg\2_2,,0.45,0.8,0.15,0
actors\stalker_dolg\2_20,,0.45,0.8,0.15,0
actors\stalker_dolg\2_21,,0.45,0.8,0.15,0
actors\stalker_dolg\2_22,,0.45,0.8,0.15,0
actors\stalker_dolg\2_23,,0.45,0.8,0.15,0
actors\stalker_dolg\2_24,,0.45,0.8,0.15,0
actors\stalker_dolg\2_25,,0.45,0.8,0.15,0
actors\stalker_dolg\2_26,,0.45,0.8,0.15,0
actors\stalker_dolg\2_27,,0.45,0.8,0.15,0
actors\stalker_dolg\2_28,,0.45,0.8,0.15,0
actors\stalker_dolg\2_29,,0.45,0.8,0.15,0
actors\stalker_dolg\2_3,,0.45,0.8,0.15,0
actors\stalker_dolg\2_30,,0.45,0.8,0.15,0
actors\stalker_dolg\2_31,,0.45,0.8,0.15,0
actors\stalker_dolg\2_4,,0.45,0.8,0.15,0
actors\stalker_dolg\2_5,,0.45,0.8,0.15,0.011
actors\stalker_dolg\2_6,,0.45,0.8,0.15,0.011
actors\stalker_dolg\2_7,,0.45,0.8,0.15,0
actors\stalker_dolg\2_8,,0.45,0.8,0.15,0
actors\stalker_dolg\2_9,,0.45,0.8,0.15,0
actors\stalker_dolg\2_okno,,0.45,0.8,0.15,0.011
actors\stalker_dolg\2_okno_ryu,,0.45,0.8,0.15,0.011
actors\stalker_dolg\3,,0.3,0.75,0.25,0.3
actors\stalker_dolg\3_1,,0.3,0.75,0.25,0
actors\stalker_dolg\3_2,,0.3,0.75,0.25,0
actors\stalker_dolg\3_3,,0.3,0.75,0.25,0
actors\stalker_dolg\3_4,,0.3,0.75,0.25,0
actors\stalker_dolg\3_5,,0.3,0.75,0.25,0
actors\stalker_dolg\3_6,,0.3,0.75,0.25,0.3
actors\stalker_dolg\4,,0.15,0.7,0.45,0.3
actors\stalker_dolg\5,,0.3,0.75,0.25,0.2
actors\stalker_dolg\5_1,,0.3,0.75,0.25,0.2
actors\stalker_dolg\5_2,,0.3,0.75,0.25,0.2
actors\stalker_dolg\dark_dolg,"trenchcoat_dolg_brown_outfit,helm_respirator",0.45,0.8,0.15,0.011
actors\stalker_dolg\dark_dolg_2,,0.45,0.8,0.15,0.011
actors\stalker_dolg\dark_dolg_gear_gp10,,0.45,0.8,0.15,0.011
actors\stalker_dolg\stalker_do_balon_3,"dolg_outfit,helm_respirator",0.45,0.8,0.15,0
actors\stalker_dolg\stalker_do_balon_5,"dolg_outfit,helm_cloth_mask",0.45,0.8,0.15,0
actors\stalker_dolg\stalker_do_balon_6,"dolg_outfit,helm_cloth_mask",0.45,0.8,0.15,0
actors\stalker_dolg\stalker_do_balon_8,"dolg_outfit,helm_cloth_mask",0.45,0.8,0.15,0
actors\stalker_dolg\stalker_do_balon_ppm,,0.45,0.8,0.15,0.011
actors\stalker_dolg\stalker_do_gp10,,0.45,0.8,0.15,0.011
actors\stalker_dolg\stalker_do_komandir,dolg_pantsir_outfit,0.2,0.75,0.4,0.3
actors\stalker_dolg\stalker_do_m150,,0.45,0.8,0.15,0.011
actors\stalker_dolg\stalker_do_mask,"dolg_outfit,helm_cloth_mask",0.45,0.8,0.15,0
actors\stalker_dolg\stalker_do_mask_1,"dolg_outfit,helm_rp_bala",0.45,0.8,0.15,0
actors\stalker_dolg\stalker_dolg1a,dolg_scientific_wood_outfit,0.45,0.7,0.2,0.15
actors\stalker_dolg\stalker_dolg1b,"light_dolg_outfit,helm_metro",0.3,0.75,0.25,0
actors\stalker_dolg\stalker_dolg1b_2,,0.3,0.75,0.25,0.3
actors\stalker_dolg\stalker_dolg1b_hauler,,0.3,0.75,0.25,0.011
actors\stalker_dolg\stalker_dolg1c,"light_dolg_outfit,helm_metro",0.3,0.75,0.25,0
actors\stalker_dolg\stalker_dolg1d,dolg_scientific_red_outfit,0.45,0.7,0.2,0.15
actors\stalker_dolg\stalker_dolg2_ps5m_w_newhelmet,,0.45,0.8,0.15,0.3
actors\stalker_dolg\stalker_dolg2a,"dolg_scout_outfit,helm_respirator",0.45,0.8,0.15,0.011
actors\stalker_dolg\stalker_dolg2a _mas2,,0.45,0.8,0.15,0.2
actors\stalker_dolg\stalker_dolg2a _metro_helmet,,0.3,0.75,0.25,0.3
actors\stalker_dolg\stalker_dolg2a _metro_helmet_2,,0.3,0.75,0.25,0.3
actors\stalker_dolg\stalker_dolg2a_backpack,,0.45,0.8,0.15,0
actors\stalker_dolg\stalker_dolg2a_gear_w_pack,,0.45,0.8,0.15,0
actors\stalker_dolg\stalker_dolg2a_m150,,0.45,0.8,0.15,0.011
actors\stalker_dolg\stalker_dolg2a_mas2,"dolg_scout_outfit,helm_rp_bala",0.45,0.8,0.15,0
actors\stalker_dolg\stalker_dolg2a_mas3,"dolg_scout_outfit,helm_cloth_mask",0.45,0.8,0.15,0
actors\stalker_dolg\stalker_dolg2a_mas4,"dolg_scout_outfit,helm_cloth_mask",0.45,0.8,0.15,0
actors\stalker_dolg\stalker_dolg2a_mask,"dolg_scout_outfit,helm_cloth_mask",0.45,0.8,0.15,0
actors\stalker_dolg\stalker_dolg2a_old,"dolg_red_outfit,helm_respirator_old",0.45,0.8,0.15,0.011
actors\stalker_dolg\stalker_dolg2a_ppm,,0.45,0.8,0.15,0.011
actors\stalker_dolg\stalker_dolg2a_ppm_2,,0.45,0.8,0.15,0.3
actors\stalker_dolg\stalker_dolg2a_ppm_backpack,monolith_scientific_outfit,0.4,0.8,0.15,0.15
actors\stalker_dolg\stalker_dolg2a_ppm_backpack_vest,,0.45,0.8,0.15,0.3
actors\stalker_dolg\stalker_dolg2a_ppm_diff_backpack,,0.45,0.8,0.15,0.011
actors\stalker_dolg\stalker_dolg3_tactic_connected_custom,,0.3,0.75,0.25,0.3
actors\stalker_dolg\stalker_dolg3a,,0.3,0.75,0.25,0.3
actors\stalker_dolg\stalker_dolg3b,dolg_heavy_redline_outfit,0.3,0.75,0.25,0.3
actors\stalker_dolg\stalker_dolg3b_exo,,0.3,0.75,0.25,0.3
actors\stalker_dolg\stalker_dolg4a,dolg_exo_outfit,0.15,0.7,0.45,0.3
actors\stalker_dolg\stalker_dolg4a_m150,,0.15,0.7,0.45,0.3
actors\stalker_dolg\stalker_dolg4a_ppm,,0.15,0.7,0.45,0.3
actors\stalker_dolg\stalker_dolg4b,dolg_exo_outfit,0.15,0.7,0.45,0.3
actors\stalker_dolg\stalker_dolg4c,dolg_exo_outfit,0.15,0.7,0.45,0.3
actors\stalker_dolg\stalker_dolg4hunter_1,,0.45,0.8,0.15,0.011
actors\stalker_dolg\stalker_dolg4hunter_2,,0.45,0.8,0.15,0.011
actors\stalker_dolg\stalker_dolg4nosorog,dolg_nosorog_outfit,0.15,0.7,0.47,0.35
actors\stalker_dolg\stalker_dolg_0,"dolg_novice_outfit,helm_cloth_mask",0.9,0.9,0.011,0
actors\stalker_dolg\stalker_dolg_0_vest,,0.9,0.9,0.011,0
actors\stalker_dolg\stalker_dolg_1,dolg_scientific_outfit,0.45,0.7,0.2,0.15
actors\stalker_dolg\stalker_dolg_10,dolg_outfit,0.45,0.8,0.15,0.3
actors\stalker_dolg\stalker_dolg_11,dolg_outfit,0.45,0.8,0.15,0.3
actors\stalker_dolg\stalker_dolg_11_custom_1,,0.45,0.8,0.15,0.2
actors\stalker_dolg\stalker_dolg_11_custom_2,,0.45,0.8,0.15,0.2
actors\stalker_dolg\stalker_dolg_1_altyn,,0.45,0.8,0.15,0.3
actors\stalker_dolg\stalker_dolg_1_altyn_2,,0.45,0.8,0.15,0.3
actors\stalker_dolg\stalker_dolg_2,"dolg_outfit,helm_respirator",0.45,0.8,0.15,0.011
actors\stalker_dolg\stalker_dolg_2_backpack_helm_battle,"dolg_outfit,helm_battle",0.45,0.8,0.15,0.3
actors\stalker_dolg\stalker_dolg_2_backpack_helm_battle_nogas,"dolg_outfit,helm_battle",0.45,0.8,0.15,0.2
actors\stalker_dolg\stalker_dolg_2_backpack_helm_tactic,"dolg_outfit,helm_tactic",0.45,0.8,0.15,0.3
actors\stalker_dolg\stalker_dolg_2_backpack_helm_tactic_nogas,"dolg_outfit,helm_tactic",0.45,0.8,0.15,0.2
actors\stalker_dolg\stalker_dolg_2_balloon_helm_battle,"dolg_outfit,helm_battle",0.45,0.8,0.15,0.2
actors\stalker_dolg\stalker_dolg_2_balloon_helm_tactic,"dolg_outfit,helm_tactic",0.45,0.8,0.15,0.2
actors\stalker_dolg\stalker_dolg_2_balloon_on_helm_tactic,"dolg_outfit,helm_tactic",0.45,0.8,0.15,0.2
actors\stalker_dolg\stalker_dolg_2_exohead_vest_backpack_ppm,,0.45,0.8,0.15,0.3
actors\stalker_dolg\stalker_dolg_2_exohead_vest_backpack_ppm_2,,0.45,0.8,0.15,0.3
actors\stalker_dolg\stalker_dolg_2_face_2,"dolg_outfit,helm_respirator",0.45,0.8,0.15,0
actors\stalker_dolg\stalker_dolg_2_gp10,,0.45,0.8,0.15,0.011
actors\stalker_dolg\stalker_dolg_2_mas2,"dolg_outfit,helm_cloth_mask",0.45,0.8,0.15,0
actors\stalker_dolg\stalker_dolg_2_mas2_gp5_connected,,0.45,0.8,0.15,0.011
actors\stalker_dolg\stalker_dolg_2_mas4,"dolg_outfit,helm_cloth_mask",0.45,0.8,0.15,0
actors\stalker_dolg\stalker_dolg_2_mask_nohood,dolg_outfit,0.45,0.8,0.15,0.3
actors\stalker_dolg\stalker_dolg_2_old,"dolg_outfit,helm_respirator_old",0.45,0.8,0.15,0.011
actors\stalker_dolg\stalker_dolg_2_proto,"dolg_heavy_proto_exo_outfit,helm_battle",0.45,0.7,0.2,0.3
actors\stalker_dolg\stalker_dolg_2_tacric_m150,,0.45,0.8,0.15,0.3
actors\stalker_dolg\stalker_dolg_2_tactic_custom,,0.45,0.8,0.15,0.3
actors\stalker_dolg\stalker_dolg_2_tactic_custom_2,,0.45,0.8,0.15,0.3
actors\stalker_dolg\stalker_dolg_2_tactic_custom_3,,0.45,0.8,0.15,0.3
actors\stalker_dolg\stalker_dolg_2a_face_medicine,"dolg_outfit,helm_respirator",0.45,0.8,0.15,0
actors\stalker_dolg\stalker_dolg_2a_gp5,nbc_dolg_outfit,0.7,0.85,0.15,0.011
actors\stalker_dolg\stalker_dolg_3,dolg_pantsir_outfit,0.3,0.75,0.25,0.3
actors\stalker_dolg\stalker_dolg_3_backpack_helm_battle,"dolg_heavy_outfit,helm_battle",0.3,0.75,0.25,0.3
actors\stalker_dolg\stalker_dolg_3_backpack_helm_battle_nogas,"dolg_heavy_outfit,helm_battle",0.3,0.75,0.25,0.2
actors\stalker_dolg\stalker_dolg_3_backpack_helm_tactic,"dolg_heavy_outfit,helm_tactic",0.3,0.75,0.25,0.3
actors\stalker_dolg\stalker_dolg_3_backpack_helm_tactic_nogas,"dolg_heavy_outfit,helm_tactic",0.3,0.75,0.25,0.2
actors\stalker_dolg\stalker_dolg_3_balloon_helm_battle,"dolg_heavy_outfit,helm_battle",0.3,0.75,0.25,0.2
actors\stalker_dolg\stalker_dolg_3_balloon_helm_tactic,"dolg_heavy_outfit,helm_tactic",0.3,0.75,0.25,0.2
actors\stalker_dolg\stalker_dolg_3_balloon_on_helm_battle,"dolg_heavy_outfit,helm_battle",0.3,0.75,0.25,0.2
actors\stalker_dolg\stalker_dolg_3_balloon_on_helm_tactic,"dolg_heavy_outfit,helm_tactic",0.3,0.75,0.25,0.2
actors\stalker_dolg\stalker_dolg_3_helm_battle,"dolg_heavy_outfit,helm_battle",0.3,0.75,0.25,0.3
actors\stalker_dolg\stalker_dolg_3_helm_battle_nogas,"dolg_heavy_outfit,helm_battle",0.3,0.75,0.25,0.2
actors\stalker_dolg\stalker_dolg_3_helm_tactic,"dolg_heavy_outfit,helm_tactic",0.3,0.75,0.25,0.3
actors\stalker_dolg\stalker_dolg_3_helm_tactic_nogas,"dolg_heavy_outfit,helm_tactic",0.3,0.75,0.25,0.2
actors\stalker_dolg\stalker_dolg_3_psz9d_skat,dolg_heavy_outfit,0.3,0.75,0.25,0.3
actors\stalker_dolg\stalker_dolg_3_tactic_custom,,0.3,0.75,0.25,0.3
actors\stalker_dolg\stalker_dolg_4,dolg_exo_outfit,0.15,0.7,0.45,0.3
actors\stalker_dolg\stalker_dolg_4_exo_custom,,0.15,0.7,0.45,0.3
actors\stalker_dolg\stalker_dolg_4_goggles,,0.15,0.7,0.45,0.15
actors\stalker_dolg\stalker_dolg_4_oldsun,,0.15,0.7,0.45,0.3
actors\stalker_dolg\stalker_dolg_4_proto,"dolg_proto_exo_outfit,helm_respirator",0.45,0.7,0.2,0.011
actors\stalker_dolg\stalker_dolg_4_proto_2,,0.45,0.7,0.2,0.011
actors\stalker_dolg\stalker_dolg_5,"light_dolg_outfit,helm_metro",0.3,0.75,0.25,0
actors\stalker_dolg\stalker_dolg_5_exo_head,,0.3,0.75,0.25,0.3
actors\stalker_dolg\stalker_dolg_8,"dolg_heavy_outfit,helm_respirator",0.3,0.75,0.25,0.011
actors\stalker_dolg\stalker_dolg_9b,dolg_nosorog_outfit,0.15,0.7,0.47,0.35
actors\stalker_dolg\stalker_dolg_9c,dolg_nosorog_outfit,0.15,0.7,0.47,0.35
actors\stalker_dolg\stalker_dolg_advanced_scrapper_1,,0.45,0.8,0.15,0.011
actors\stalker_dolg\stalker_dolg_advanced_scrapper_2,,0.45,0.8,0.15,0.011
actors\stalker_dolg\stalker_dolg_advanced_scrapper_3,,0.45,0.8,0.15,0.011
actors\stalker_dolg\stalker_dolg_advanced_scrapper_4,,0.45,0.8,0.15,0.3
actors\stalker_dolg\stalker_dolg_advanced_scrapper_5,,0.45,0.8,0.15,0.3
actors\stalker_dolg\stalker_dolg_aztec,,0.45,0.8,0.15,0.011
actors\stalker_dolg\stalker_dolg_aztec_tactic,,0.45,0.8,0.15,0.3
actors\stalker_dolg\stalker_dolg_barman,,0.3,0.75,0.2,0
actors\stalker_dolg\stalker_dolg_beril_mk2l,,0.3,0.75,0.2,0.3
actors\stalker_dolg\stalker_dolg_berill,"specops_dolg_outfit,helm_tactic",0.3,0.75,0.2,0.2
actors\stalker_dolg\stalker_dolg_berill_2,,0.3,0.75,0.2,0.2
actors\stalker_dolg\stalker_dolg_berill_2_altyn_1,,0.3,0.75,0.2,0.3
actors\stalker_dolg\stalker_dolg_berill_2_altyn_2,,0.3,0.75,0.2,0.2
actors\stalker_dolg\stalker_dolg_berill_2_altyn_3,,0.3,0.75,0.2,0.3
actors\stalker_dolg\stalker_dolg_berill_2_altyn_4,,0.3,0.75,0.2,0.3
actors\stalker_dolg\stalker_dolg_berill_2ndgen_1,,0.3,0.7,0.3,0.3
actors\stalker_dolg\stalker_dolg_berill_2ndgen_2,,0.3,0.7,0.3,0.3
actors\stalker_dolg\stalker_dolg_berill_3,,0.3,0.75,0.2,0.3
actors\stalker_dolg\stalker_dolg_berill_4,,0.3,0.75,0.2,0.3
actors\stalker_dolg\stalker_dolg_berill_5,,0.3,0.75,0.2,0
actors\stalker_dolg\stalker_dolg_berill_6,,0.3,0.75,0.2,0.2
actors\stalker_dolg\stalker_dolg_berill_7,,0.3,0.75,0.2,0.3
actors\stalker_dolg\stalker_dolg_berill_8,,0.3,0.75,0.2,0.3
actors\stalker_dolg\stalker_dolg_berill_mk_noknife,,0.3,0.75,0.2,0.3
actors\stalker_dolg\stalker_dolg_berill_skathead,,0.3,0.75,0.2,0.3
actors\stalker_dolg\stalker_dolg_berill_special_helm,,0.3,0.75,0.2,0.3
actors\stalker_dolg\stalker_dolg_berill_ssp_1,,0.45,0.7,0.2,0.15
actors\stalker_dolg\stalker_dolg_berill_ssp_2,,0.45,0.7,0.2,0.15
actors\stalker_dolg\stalker_dolg_berill_w_skat_implants_1,,0.3,0.75,0.25,0.3
actors\stalker_dolg\stalker_dolg_berill_w_skat_implants_2,,0.3,0.75,0.25,0.3
actors\stalker_dolg\stalker_dolg_boonie_1,,0.45,0.8,0.15,0
actors\stalker_dolg\stalker_dolg_como,,0.45,0.8,0.15,0.011
actors\stalker_dolg\stalker_dolg_como_2,,0.45,0.8,0.15,0.011
actors\stalker_dolg\stalker_dolg_como_3,,0.45,0.8,0.15,0.011
actors\stalker_dolg\stalker_dolg_como_ppm,,0.45,0.8,0.15,0.011
actors\stalker_dolg\stalker_dolg_doctor,,0.3,0.75,0.2,0
actors\stalker_dolg\stalker_dolg_dynamic_rookie_1,,0.9,0.9,0.011,0
actors\stalker_dolg\stalker_dolg_dynamic_rookie_2,,0.9,0.9,0.011,0
actors\stalker_dolg\stalker_dolg_dynamic_rookie_3,,0.9,0.9,0.011,0
actors\stalker_dolg\stalker_dolg_dynamic_rookie_4,,0.9,0.9,0.011,0
actors\stalker_dolg\stalker_dolg_dynamic_seva_1,monolith_scientific_outfit,0.4,0.8,0.15,0.15
actors\stalker_dolg\stalker_dolg_dynamic_seva_2,monolith_scientific_outfit,0.4,0.8,0.15,0.15
actors\stalker_dolg\stalker_dolg_dynamic_sunrise_1,,0.5,0.8,0.1,0
actors\stalker_dolg\stalker_dolg_dynamic_sunrise_2,,0.5,0.8,0.1,0
actors\stalker_dolg\stalker_dolg_dynamic_sunrise_3,,0.5,0.8,0.1,0
actors\stalker_dolg\stalker_dolg_dynamic_sunrise_4,,0.5,0.8,0.1,0
actors\stalker_dolg\stalker_dolg_dynamic_sunrise_5,,0.5,0.8,0.1,0.011
actors\stalker_dolg\stalker_dolg_dynamic_sunrise_6,,0.5,0.8,0.1,0.011
actors\stalker_dolg\stalker_dolg_exo_alt_helm,,0.15,0.7,0.45,0.3
actors\stalker_dolg\stalker_dolg_exo_w_dy_mask_1,,0.15,0.7,0.45,0.3
actors\stalker_dolg\stalker_dolg_exo_w_dy_mask_2,,0.15,0.7,0.45,0.3
actors\stalker_dolg\stalker_dolg_exo_w_dy_mask_3,,0.15,0.7,0.45,0.3
actors\stalker_dolg\stalker_dolg_exo_w_gp21_1,,0.15,0.7,0.45,0.3
actors\stalker_dolg\stalker_dolg_exo_w_gp21_2,,0.15,0.7,0.45,0.3
actors\stalker_dolg\stalker_dolg_exolight_altyn_1,,0.3,0.7,0.3,0.3
actors\stalker_dolg\stalker_dolg_exolight_altyn_2,,0.3,0.7,0.3,0.3
actors\stalker_dolg\stalker_dolg_exolight_battle_helm_1,,0.15,0.7,0.45,0.3
actors\stalker_dolg\stalker_dolg_exolight_battle_helm_2,,0.15,0.7,0.45,0.3
actors\stalker_dolg\stalker_dolg_exolight_battle_helm_3,,0.15,0.7,0.45,0.3
actors\stalker_dolg\stalker_dolg_exolight_battle_helm_4,,0.15,0.7,0.45,0.3
actors\stalker_dolg\stalker_dolg_exolight_battle_helm_5,,0.15,0.7,0.45,0.3
actors\stalker_dolg\stalker_dolg_exolight_beret_1,,0.15,0.7,0.45,0.3
actors\stalker_dolg\stalker_dolg_exolight_dy_mask_1,,0.3,0.7,0.3,0.3
actors\stalker_dolg\stalker_dolg_exolight_dy_mask_2,,0.3,0.7,0.3,0.3
actors\stalker_dolg\stalker_dolg_exolight_gp21_1,,0.3,0.7,0.3,0.3
actors\stalker_dolg\stalker_dolg_exolight_gp21_2,,0.3,0.7,0.3,0.3
actors\stalker_dolg\stalker_dolg_exolight_legend_1,,0.3,0.7,0.3,0.3
actors\stalker_dolg\stalker_dolg_exolight_legend_2,,0.3,0.7,0.3,0.3
actors\stalker_dolg\stalker_dolg_exoseva,,0.15,0.7,0.45,0.15
actors\stalker_dolg\stalker_dolg_explorer_1,,0.5,0.8,0.1,0.011
actors\stalker_dolg\stalker_dolg_explorer_2,,0.5,0.8,0.1,0.011
actors\stalker_dolg\stalker_dolg_explorer_3,,0.5,0.8,0.1,0.011
actors\stalker_dolg\stalker_dolg_fstalker_ps5_1,,0.5,0.8,0.1,0.011
actors\stalker_dolg\stalker_dolg_fstalker_ps5_2,,0.5,0.8,0.1,0.011
actors\stalker_dolg\stalker_dolg_fstalker_ps5_3,,0.5,0.8,0.1,0.011
actors\stalker_dolg\stalker_dolg_fstalker_sun_1,,0.5,0.8,0.1,0.011
actors\stalker_dolg\stalker_dolg_fstalker_sun_2,,0.5,0.8,0.1,0.011
actors\stalker_dolg\stalker_dolg_fstalker_sun_3,,0.5,0.8,0.1,0.011
actors\stalker_dolg\stalker_dolg_guardian_1,,0.5,0.8,0.1,0.3
actors\stalker_dolg\stalker_dolg_guardian_2,,0.5,0.8,0.1,0.3
actors\stalker_dolg\stalker_dolg_guardian_3,,0.5,0.8,0.1,0.3
actors\stalker_dolg\stalker_dolg_lc_ps5m_custom_1,,0.45,0.8,0.15,0.011
actors\stalker_dolg\stalker_dolg_lc_ps5m_custom_2,,0.45,0.8,0.15,0.011
actors\stalker_dolg\stalker_dolg_lc_ps5m_hooded_1,,0.45,0.8,0.15,0.011
actors\stalker_dolg\stalker_dolg_lc_ps5m_hooded_2,,0.45,0.8,0.15,0.011
actors\stalker_dolg\stalker_dolg_light_gp10_gear,,0.3,0.75,0.25,0.011
actors\stalker_dolg\stalker_dolg_mechanic,,0.45,0.8,0.15,0
actors\stalker_dolg\stalker_dolg_mehanik,dolg_exo_outfit,0.15,0.7,0.47,0.3
actors\stalker_dolg\stalker_dolg_metro_light,dolg_exo_outfit,0.15,0.7,0.47,0.3
actors\stalker_dolg\stalker_dolg_mtalker_gp10,,0.45,0.8,0.15,0.3
actors\stalker_dolg\stalker_dolg_nbc_suit_1,,0.4,0.85,0.15,0.011
actors\stalker_dolg\stalker_dolg_nbc_suit_2,,0.4,0.85,0.15,0.011
actors\stalker_dolg\stalker_dolg_nbc_suit_3,,0.4,0.85,0.15,0.011
actors\stalker_dolg\stalker_dolg_nbc_suit_4,,0.4,0.85,0.15,0.011
actors\stalker_dolg\stalker_dolg_nebo2,,0.45,0.8,0.15,0.3
actors\stalker_dolg\stalker_dolg_nebo3,,0.5,0.8,0.15,0.3
actors\stalker_dolg\stalker_dolg_nebo_1,,0.5,0.8,0.1,0
actors\stalker_dolg\stalker_dolg_nebo_1_2,,0.5,0.8,0.1,0.011
actors\stalker_dolg\stalker_dolg_nebo_1_3,,0.5,0.8,0.1,0.011
actors\stalker_dolg\stalker_dolg_nebo_1_4,,0.5,0.8,0.1,0
actors\stalker_dolg\stalker_dolg_nebo_1_5,,0.5,0.8,0.1,0.3
actors\stalker_dolg\stalker_dolg_nebo_1_alt_1,,0.5,0.8,0.1,0.011
actors\stalker_dolg\stalker_dolg_nebo_1_alt_2,,0.5,0.8,0.1,0.011
actors\stalker_dolg\stalker_dolg_nebo_1_alt_3,,0.5,0.8,0.1,0
actors\stalker_dolg\stalker_dolg_nosorog_mk2,,0.15,0.7,0.47,0.35
actors\stalker_dolg\stalker_dolg_nosorog_mk2_2,,0.15,0.7,0.47,0.35
actors\stalker_dolg\stalker_dolg_petrenko,,0.3,0.75,0.2,0
actors\stalker_dolg\stalker_dolg_ps5_battle_helm_1,,0.45,0.8,0.15,0.3
actors\stalker_dolg\stalker_dolg_ps5_battle_helm_2,,0.45,0.8,0.15,0.3
actors\stalker_dolg\stalker_dolg_ps5_ghillie,,0.45,0.8,0.15,0.011
actors\stalker_dolg\stalker_dolg_ps5m_bandana,,0.45,0.8,0.15,0
actors\stalker_dolg\stalker_dolg_ps5m_bandana_2,,0.45,0.8,0.15,0
actors\stalker_dolg\stalker_dolg_ps5m_bandana_3,,0.45,0.8,0.15,0
actors\stalker_dolg\stalker_dolg_ps5m_beanie,,0.45,0.8,0.15,0
actors\stalker_dolg\stalker_dolg_ps5m_beanie_2,,0.45,0.8,0.15,0
actors\stalker_dolg\stalker_dolg_ps5m_custom,,0.45,0.8,0.15,0.011
actors\stalker_dolg\stalker_dolg_ps5m_gasmask_1,,0.45,0.8,0.15,0.3
actors\stalker_dolg\stalker_dolg_ps5m_gasmask_2,,0.45,0.8,0.15,0.3
actors\stalker_dolg\stalker_dolg_ps5m_gasmask_3,,0.45,0.8,0.15,0.3
actors\stalker_dolg\stalker_dolg_ps5m_gasmask_4,,0.45,0.8,0.15,0.3
actors\stalker_dolg\stalker_dolg_ps5m_tactic_1,,0.45,0.8,0.15,0.3
actors\stalker_dolg\stalker_dolg_ps5m_tactic_2,,0.45,0.8,0.15,0.3
actors\stalker_dolg\stalker_dolg_ps5m_tactic_3,,0.45,0.8,0.15,0.3
actors\stalker_dolg\stalker_dolg_ps5m_tactic_4,,0.45,0.8,0.15,0.3
actors\stalker_dolg\stalker_dolg_ps5m_tactic_5,,0.45,0.8,0.15,0.3
actors\stalker_dolg\stalker_dolg_redline_1,monolith_scientific_outfit,0.4,0.8,0.15,0.15
