~,st_data_export_visual_item_id,st_data_export_hit_fraction,st_data_export_ap_scale,st_data_export_body_bonearmor,st_data_export_head_bonearmor
actors\stalker_bandit\stalker_bandit_heavy_scavenger_1,"bandit_sun_outfit,helm_hardhat",0.3,0.75,0.2,0.2
actors\stalker_bandit\stalker_bandit_heavy_scavenger_2,"bandit_sun_outfit,helm_hardhat",0.3,0.75,0.2,0.2
actors\stalker_bandit\stalker_bandit_heavy_scavenger_3,"bandit_sun_outfit,helm_hardhat",0.3,0.75,0.2,0.2
actors\stalker_bandit\stalker_bandit_hood_backpacker_2,"banditmerc_outfit,helm_respirator",0.4,0.85,0.15,0
actors\stalker_bandit\stalker_bandit_hunter_coat,"trenchcoat_green_outfit,helm_cloth_mask",0.45,0.8,0.15,0
actors\stalker_bandit\stalker_bandit_lc_dy_mask_1,"banditmerc_outfit,helm_m40",0.5,0.8,0.15,0
actors\stalker_bandit\stalker_bandit_lc_dy_mask_2,"banditmerc_outfit,helm_m40",0.5,0.8,0.15,0
actors\stalker_bandit\stalker_bandit_lc_ps5m_custom_1,"banditmerc_outfit,helm_tactic",0.45,0.8,0.15,0.3
actors\stalker_bandit\stalker_bandit_lc_ps5m_hooded_1,"banditmerc_outfit,helm_resp",0.45,0.8,0.15,0
actors\stalker_bandit\stalker_bandit_lc_ps5m_hooded_2,"banditmerc_outfit,helm_resp",0.45,0.8,0.15,0
actors\stalker_bandit\stalker_bandit_lc_ssp_1,"bandit_scientific_outfit,helm_protective",0.45,0.7,0.2,0.15
actors\stalker_bandit\stalker_bandit_lc_ssp_2,"bandit_scientific_outfit,helm_protective",0.45,0.7,0.2,0.15
actors\stalker_bandit\stalker_bandit_lc_ssp_3,"bandit_scientific_outfit,helm_protective",0.45,0.7,0.2,0.15
actors\stalker_bandit\stalker_bandit_light_veteran_1,"bandit_exolight_outfit,helm_metro",0.45,0.8,0.15,0.3
actors\stalker_bandit\stalker_bandit_looted_eco_1,"bandit_ps5_outfit,helm_cloth_mask",0.4,0.85,0.15,0
actors\stalker_bandit\stalker_bandit_looted_eco_2,"bandit_ps5_outfit,helm_cloth_mask",0.4,0.85,0.15,0
actors\stalker_bandit\stalker_bandit_looted_eco_3,"bandit_ps5_outfit,helm_cloth_mask",0.4,0.85,0.15,0
actors\stalker_bandit\stalker_bandit_looted_eco_4,"bandit_ps5_outfit,helm_cloth_mask",0.4,0.85,0.15,0
actors\stalker_bandit\stalker_bandit_looted_eco_5,"bandit_ps5_outfit,helm_cloth_mask",0.4,0.85,0.15,0
actors\stalker_bandit\stalker_bandit_mechanic,,0.3,0.75,0.2,0.2
actors\stalker_bandit\stalker_bandit_mehan,"trenchcoat_brown_outfit,helm_rp_bala",0.85,0.9,0.011,0
actors\stalker_bandit\stalker_bandit_nbc_suit_1,bandit_nbc_outfit,0.4,0.85,0.15,0
actors\stalker_bandit\stalker_bandit_nbc_suit_2,bandit_nbc_outfit,0.4,0.85,0.15,0
actors\stalker_bandit\stalker_bandit_nbc_suit_3,bandit_nbc_outfit,0.4,0.85,0.15,0
actors\stalker_bandit\stalker_bandit_nosorog_mk2,"bandit_exo_outfit,helm_spartan",0.15,0.7,0.65,0.35
actors\stalker_bandit\stalker_bandit_nosorog_mk2_2,"bandit_exo_outfit,helm_spartan",0.15,0.7,0.65,0.35
actors\stalker_bandit\stalker_bandit_seva1,"scientific_outfit,helm_protective",0.4,0.8,0.15,0.15
actors\stalker_bandit\stalker_bandit_seva2,"bandit_scientific_outfit,helm_protective",0.45,0.7,0.2,0.15
actors\stalker_bandit\stalker_bandit_seva_skat_armour_1,"military_bandit_outfit,helm_protective",0.3,0.75,0.25,0.3
actors\stalker_bandit\stalker_bandit_seva_skat_armour_2,"military_bandit_outfit,helm_protective",0.3,0.75,0.25,0.3
actors\stalker_bandit\stalker_bandit_seva_vested,"bandit_scientific_dark_outfit,helm_protective",0.4,0.8,0.15,0.15
actors\stalker_bandit\stalker_bandit_skat9_ssp_mask,"military_bandit_outfit,helm_protective",0.3,0.75,0.25,0.3
actors\stalker_bandit\stalker_bandit_skat_dy_mask_1,"military_bandit_outfit,helm_tactic",0.3,0.75,0.25,0.3
actors\stalker_bandit\stalker_bandit_skat_w_berill,"military_bandit_outfit,helm_tactic",0.3,0.75,0.25,0.3
actors\stalker_bandit\stalker_bandit_sts_1,"bandit_sun_outfit,helm_resp",0.5,0.8,0.15,0
actors\stalker_bandit\stalker_bandit_sts_2,"bandit_sun_outfit,helm_resp",0.5,0.8,0.15,0
actors\stalker_bandit\stalker_bandit_sts_3,"bandit_sun_outfit,helm_resp",0.4,0.85,0.15,0
actors\stalker_bandit\stalker_bandit_sts_4,"bandit_sun_outfit,helm_resp",0.5,0.8,0.15,0
actors\stalker_bandit\stalker_bandit_sts_gp10,,0.4,0.85,0.15,0.3
actors\stalker_bandit\stalker_bandit_sts_nos_head,bandit_sun_outfit,0.4,0.85,0.15,0.3
actors\stalker_bandit\stalker_bandit_sunrill_1,"bandit_sun_outfit,helm_respirator",0.5,0.8,0.1,0
actors\stalker_bandit\stalker_bandit_sunrill_2,"bandit_sun_outfit,helm_respirator",0.5,0.8,0.1,0
actors\stalker_bandit\stalker_bandit_sunrise_custom,"bandit_sun_outfit,helm_resp",0.5,0.8,0.1,0
actors\stalker_bandit\stalker_bandit_sunrise_seva_mask_1,"bandit_sun_outfit,helm_protective",0.4,0.8,0.15,0.15
actors\stalker_bandit\stalker_bandit_sunrise_seva_mask_2,"bandit_sun_outfit,helm_protective",0.4,0.8,0.15,0.15
actors\stalker_bandit\stalker_bandit_sunrise_seva_mask_3,"bandit_sun_outfit,helm_protective",0.4,0.8,0.15,0.15
actors\stalker_bandit\stalker_bandit_tac_1,"trenchcoat_outfit,helm_resp",0.45,0.8,0.15,0
actors\stalker_bandit\stalker_bandit_tac_2,"trenchcoat_outfit,helm_resp",0.45,0.8,0.15,0
actors\stalker_bandit\stalker_bandit_tac_3,"trenchcoat_outfit,helm_resp",0.45,0.8,0.15,0
actors\stalker_bandit\stalker_bandit_tac_4,"trenchcoat_outfit,helm_resp",0.45,0.8,0.15,0
actors\stalker_bandit\stalker_bandit_tr,"bandit_novice_outfit,helm_cloth_mask",0.9,0.9,0.011,0
actors\stalker_bandit\stalker_bandit_trader,,0.7,0.85,0.011,0
actors\stalker_bandit\stalker_bandit_tweaker,"trenchcoat_outfit,helm_resp",0.7,0.85,0.011,0
actors\stalker_bandit\stalker_bandit_veteran_coat,"trenchcoat_brown_outfit,helm_cloth_mask",0.45,0.8,0.15,0
actors\stalker_bandit\stalker_bandit_wanderer_1,,0.4,0.85,0.15,0
actors\stalker_bandit\stalker_bandit_wanderer_2,,0.4,0.85,0.15,0
actors\stalker_bandit\stalker_bandit_warlord_1,"bandit_exolight_outfit,helm_cloth_mask",0.3,0.75,0.25,0
actors\stalker_bandit\stalker_bandit_warlord_2,"bandit_exolight_outfit,helm_cloth_mask",0.3,0.75,0.25,0
actors\stalker_bandit\stalker_bandit_warlord_3,"bandit_exolight_outfit,helm_cloth_mask",0.3,0.75,0.25,0
actors\stalker_bandit\stalker_bandit_warlord_4,"bandit_exolight_outfit,helm_cloth_mask",0.3,0.75,0.25,0
actors\stalker_bandit\stalker_bandita1,"bandit_novice_outfit,helm_cloth_mask",0.9,0.9,0.011,0
actors\stalker_bandit\stalker_bandita2,"bandit_novice_outfit_alt,helm_cloth_mask",0.9,0.9,0.011,0
actors\stalker_bandit\stalker_bandita3,"bandit_novice_outfit,helm_cloth_mask",0.9,0.9,0.011,0
actors\stalker_bandit\stalker_bondit_zara,"bandit_ps5_outfit,helm_resp",0.5,0.8,0.1,0
actors\stalker_bandit\stalker_bondit_zara_ppm,"bandit_exolight_outfit,helm_ppm88",0.45,0.8,0.15,0
actors\stalker_bandit\stalker_merc_10,"bandit_sun_outfit,helm_respirator_old",0.5,0.8,0.1,0
actors\stalker_bandit\stalker_skat_custom,"military_bandit_outfit,helm_tactic",0.3,0.75,0.25,0.3
actors\stalker_bandit\stalker_soldier_b,military_bandit_outfit,0.3,0.75,0.25,0.3
actors\stalker_bandit\stalker_soldier_b_pbf,"specops_bandit_outfit,helm_tactic",0.3,0.75,0.25,0.3
actors\stalker_bandit\stalker_soldier_b_pbf_2,"specops_bandit_outfit,helm_tactic",0.3,0.75,0.25,0.3
actors\stalker_dolg\1,"monolith_scientific_outfit,helm_protective",0.4,0.8,0.15,0.15
actors\stalker_dolg\1_1,,0.45,0.8,0.15,0
actors\stalker_dolg\2,,0.45,0.8,0.15,0
actors\stalker_dolg\2_1,,0.45,0.8,0.15,0
actors\stalker_dolg\2_10,,0.45,0.8,0.15,0
actors\stalker_dolg\2_11,,0.45,0.8,0.15,0
actors\stalker_dolg\2_12,,0.45,0.8,0.15,0
actors\stalker_dolg\2_13,,0.45,0.8,0.15,0
actors\stalker_dolg\2_14,,0.45,0.8,0.15,0
actors\stalker_dolg\2_15,,0.45,0.8,0.15,0
actors\stalker_dolg\2_16,,0.45,0.8,0.15,0
actors\stalker_dolg\2_17,,0.45,0.8,0.15,0
actors\stalker_dolg\2_18,,0.45,0.8,0.15,0
actors\stalker_dolg\2_19,,0.45,0.8,0.15,0
actors\stalker_dolg\2_2,,0.45,0.8,0.15,0
actors\stalker_dolg\2_20,,0.45,0.8,0.15,0
actors\stalker_dolg\2_21,,0.45,0.8,0.15,0
actors\stalker_dolg\2_22,,0.45,0.8,0.15,0
actors\stalker_dolg\2_23,,0.45,0.8,0.15,0
actors\stalker_dolg\2_24,,0.45,0.8,0.15,0
actors\stalker_dolg\2_25,,0.45,0.8,0.15,0
actors\stalker_dolg\2_26,,0.45,0.8,0.15,0
actors\stalker_dolg\2_27,,0.45,0.8,0.15,0
actors\stalker_dolg\2_28,,0.45,0.8,0.15,0
actors\stalker_dolg\2_29,,0.45,0.8,0.15,0
actors\stalker_dolg\2_3,,0.45,0.8,0.15,0
actors\stalker_dolg\2_30,,0.45,0.8,0.15,0
actors\stalker_dolg\2_31,,0.45,0.8,0.15,0
actors\stalker_dolg\2_4,,0.45,0.8,0.15,0
actors\stalker_dolg\2_5,,0.45,0.8,0.15,0
actors\stalker_dolg\2_6,,0.45,0.8,0.15,0
actors\stalker_dolg\2_7,,0.45,0.8,0.15,0
actors\stalker_dolg\2_8,,0.45,0.8,0.15,0
actors\stalker_dolg\2_9,,0.45,0.8,0.15,0
actors\stalker_dolg\2_okno,,0.45,0.8,0.15,0
actors\stalker_dolg\2_okno_ryu,,0.45,0.8,0.15,0
actors\stalker_dolg\3,,0.3,0.75,0.25,0.3
actors\stalker_dolg\3_1,,0.3,0.75,0.25,0
actors\stalker_dolg\3_2,,0.3,0.75,0.25,0
actors\stalker_dolg\3_3,,0.3,0.75,0.25,0
actors\stalker_dolg\3_4,,0.3,0.75,0.25,0
actors\stalker_dolg\3_5,,0.3,0.75,0.25,0
actors\stalker_dolg\3_6,,0.3,0.75,0.25,0.3
actors\stalker_dolg\4,,0.15,0.7,0.55,0.3
actors\stalker_dolg\5,,0.3,0.75,0.25,0.2
actors\stalker_dolg\5_1,,0.3,0.75,0.25,0.2
actors\stalker_dolg\5_2,,0.3,0.75,0.25,0.2
actors\stalker_dolg\dark_dolg,"trenchcoat_outfit,helm_respirator",0.45,0.8,0.15,0
actors\stalker_dolg\dark_dolg_2,"trenchcoat_outfit,helm_respirator",0.45,0.8,0.15,0
actors\stalker_dolg\dark_dolg_gear_gp10,"trenchcoat_outfit,helm_ranger",0.45,0.8,0.15,0
actors\stalker_dolg\stalker_do_balon_3,"dolg_outfit,helm_respirator",0.45,0.8,0.15,0
actors\stalker_dolg\stalker_do_balon_5,"dolg_outfit,helm_cloth_mask",0.45,0.8,0.15,0
actors\stalker_dolg\stalker_do_balon_6,"dolg_outfit,helm_cloth_mask",0.45,0.8,0.15,0
actors\stalker_dolg\stalker_do_balon_8,"dolg_outfit,helm_cloth_mask",0.45,0.8,0.15,0
actors\stalker_dolg\stalker_do_balon_ppm,"dolg_outfit,helm_ppm88",0.45,0.8,0.15,0
actors\stalker_dolg\stalker_do_gp10,"dolg_outfit,helm_ranger",0.45,0.8,0.15,0
actors\stalker_dolg\stalker_do_komandir,dolg_pantsir_outfit,0.2,0.75,0.4,0.3
actors\stalker_dolg\stalker_do_m150,"dolg_outfit,helm_m50",0.45,0.8,0.15,0
actors\stalker_dolg\stalker_do_mask,"dolg_outfit,helm_cloth_mask",0.45,0.8,0.15,0
actors\stalker_dolg\stalker_do_mask_1,"dolg_outfit,helm_rp_bala",0.45,0.8,0.15,0
actors\stalker_dolg\stalker_dolg1a,"dolg_scientific_wood_outfit,helm_protective",0.45,0.7,0.2,0.15
actors\stalker_dolg\stalker_dolg1b,"light_dolg_outfit,helm_metro",0.3,0.75,0.25,0
actors\stalker_dolg\stalker_dolg1b_2,"dolg_outfit,helm_metro",0.3,0.75,0.25,0.3
actors\stalker_dolg\stalker_dolg1b_hauler,"dolg_outfit,helm_respirator_gp5",0.3,0.75,0.25,0
actors\stalker_dolg\stalker_dolg1c,"light_dolg_outfit,helm_metro",0.3,0.75,0.25,0
actors\stalker_dolg\stalker_dolg1d,"dolg_scientific_red_outfit,helm_protective",0.45,0.7,0.2,0.15
actors\stalker_dolg\stalker_dolg2_ps5m_w_newhelmet,"dolg_outfit,helm_ach7ex",0.45,0.8,0.15,0.3
actors\stalker_dolg\stalker_dolg2a,"dolg_scout_outfit,helm_respirator",0.45,0.8,0.15,0
actors\stalker_dolg\stalker_dolg2a _mas2,,0.45,0.8,0.15,0.2
actors\stalker_dolg\stalker_dolg2a_backpack,"dolg_outfit,helm_bandana",0.45,0.8,0.15,0
actors\stalker_dolg\stalker_dolg2a_gear_w_pack,dolg_outfit,0.45,0.8,0.15,0
actors\stalker_dolg\stalker_dolg2a_m150,"dolg_outfit,helm_m50",0.45,0.8,0.15,0
actors\stalker_dolg\stalker_dolg2a_mas2,"dolg_scout_outfit,helm_rp_bala",0.45,0.8,0.15,0
actors\stalker_dolg\stalker_dolg2a_mas3,"dolg_scout_outfit,helm_cloth_mask",0.45,0.8,0.15,0
actors\stalker_dolg\stalker_dolg2a_mas4,"dolg_scout_outfit,helm_cloth_mask",0.45,0.8,0.15,0
actors\stalker_dolg\stalker_dolg2a_mask,"dolg_scout_outfit,helm_cloth_mask",0.45,0.8,0.15,0
actors\stalker_dolg\stalker_dolg2a_metro_helmet,"dolg_outfit,helm_metro",0.3,0.75,0.25,0.3
actors\stalker_dolg\stalker_dolg2a_metro_helmet_2,"dolg_outfit,helm_metro",0.3,0.75,0.25,0.3
actors\stalker_dolg\stalker_dolg2a_old,"dolg_red_outfit,helm_respirator_old",0.45,0.8,0.15,0
actors\stalker_dolg\stalker_dolg2a_ppm,"dolg_outfit,helm_ppm88",0.45,0.8,0.15,0
actors\stalker_dolg\stalker_dolg2a_ppm_2,"dolg_outfit,helm_ppm88",0.45,0.8,0.15,0.3
actors\stalker_dolg\stalker_dolg2a_ppm_backpack,"dolg_outfit,helm_ppm88",0.4,0.8,0.15,0.15
actors\stalker_dolg\stalker_dolg2a_ppm_backpack_vest,"dolg_outfit,helm_ppm88",0.45,0.8,0.15,0.3
actors\stalker_dolg\stalker_dolg2a_ppm_diff_backpack,"dolg_outfit,helm_ppm88",0.45,0.8,0.15,0
actors\stalker_dolg\stalker_dolg3_tactic_connected_custom,"dolg_outfit,helm_respirator_old",0.3,0.75,0.25,0.3
actors\stalker_dolg\stalker_dolg3a,,0.3,0.75,0.25,0.3
actors\stalker_dolg\stalker_dolg3b,dolg_heavy_redline_outfit,0.3,0.75,0.25,0.3
actors\stalker_dolg\stalker_dolg3b_exo,"dolg_exo_outfit,helm_battle",0.3,0.75,0.25,0.3
actors\stalker_dolg\stalker_dolg4a,"dolg_exo_outfit,helm_exo",0.15,0.7,0.55,0.3
actors\stalker_dolg\stalker_dolg4a_m150,"exo_dolg_outfit,helm_m50",0.15,0.7,0.55,0.3
actors\stalker_dolg\stalker_dolg4a_ppm,"exo_dolg_outfit,helm_ppm88",0.15,0.7,0.55,0.3
actors\stalker_dolg\stalker_dolg4b,"dolg_exo_outfit,helm_exo",0.15,0.7,0.55,0.3
actors\stalker_dolg\stalker_dolg4c,"dolg_exo_outfit,helm_exo",0.15,0.7,0.55,0.3
actors\stalker_dolg\stalker_dolg4hunter_1,"trenchcoat_outfit,helm_respirator",0.45,0.8,0.15,0
actors\stalker_dolg\stalker_dolg4hunter_2,"trenchcoat_outfit,helm_respirator",0.45,0.8,0.15,0
actors\stalker_dolg\stalker_dolg4nosorog,"dolg_nosorog_outfit,helm_spartan",0.15,0.7,0.65,0.35
actors\stalker_dolg\stalker_dolg_0,"dolg_novice_outfit,helm_cloth_mask",0.9,0.9,0.011,0
actors\stalker_dolg\stalker_dolg_0_vest,dolg_novice_outfit,0.9,0.9,0.011,0
actors\stalker_dolg\stalker_dolg_1,"dolg_scientific_outfit,helm_protective",0.45,0.7,0.2,0.15
actors\stalker_dolg\stalker_dolg_10,dolg_outfit,0.45,0.8,0.15,0.3
actors\stalker_dolg\stalker_dolg_11,dolg_outfit,0.45,0.8,0.15,0.3
actors\stalker_dolg\stalker_dolg_11_custom_1,"dolg_outfit,helm_ach7ex",0.45,0.8,0.15,0.2
actors\stalker_dolg\stalker_dolg_11_custom_2,"dolg_outfit,helm_ach7ex",0.45,0.8,0.15,0.2
actors\stalker_dolg\stalker_dolg_1_altyn,"dolg_outfit,helm_metro",0.45,0.8,0.15,0.3
actors\stalker_dolg\stalker_dolg_1_altyn_2,"dolg_outfit,helm_metro",0.45,0.8,0.15,0.3
actors\stalker_dolg\stalker_dolg_2,"dolg_outfit,helm_respirator",0.45,0.8,0.15,0
actors\stalker_dolg\stalker_dolg_2_backpack_helm_battle,"dolg_outfit,helm_battle",0.45,0.8,0.15,0.3
actors\stalker_dolg\stalker_dolg_2_backpack_helm_battle_nogas,"dolg_outfit,helm_battle",0.45,0.8,0.15,0.2
actors\stalker_dolg\stalker_dolg_2_backpack_helm_tactic,"dolg_outfit,helm_tactic",0.45,0.8,0.15,0.3
actors\stalker_dolg\stalker_dolg_2_backpack_helm_tactic_nogas,"dolg_outfit,helm_tactic",0.45,0.8,0.15,0.2
actors\stalker_dolg\stalker_dolg_2_balloon_helm_battle,"dolg_outfit,helm_battle",0.45,0.8,0.15,0.2
actors\stalker_dolg\stalker_dolg_2_balloon_helm_tactic,"dolg_outfit,helm_tactic",0.45,0.8,0.15,0.2
actors\stalker_dolg\stalker_dolg_2_balloon_on_helm_tactic,"dolg_outfit,helm_tactic",0.45,0.8,0.15,0.2
actors\stalker_dolg\stalker_dolg_2_exohead_vest_backpack_ppm,"dolg_outfit,helm_ppm88",0.45,0.8,0.15,0.3
actors\stalker_dolg\stalker_dolg_2_exohead_vest_backpack_ppm_2,"dolg_outfit,helm_ppm88",0.45,0.8,0.15,0.3
actors\stalker_dolg\stalker_dolg_2_face_2,"dolg_outfit,helm_respirator",0.45,0.8,0.15,0
actors\stalker_dolg\stalker_dolg_2_gp10,"dolg_outfit,helm_ranger",0.45,0.8,0.15,0
actors\stalker_dolg\stalker_dolg_2_mas2,"dolg_outfit,helm_cloth_mask",0.45,0.8,0.15,0
actors\stalker_dolg\stalker_dolg_2_mas2_gp5_connected,"dolg_outfit,helm_respirator_gp5",0.45,0.8,0.15,0
actors\stalker_dolg\stalker_dolg_2_mas4,"dolg_outfit,helm_cloth_mask",0.45,0.8,0.15,0
actors\stalker_dolg\stalker_dolg_2_mask_nohood,dolg_outfit,0.45,0.8,0.15,0.3
actors\stalker_dolg\stalker_dolg_2_old,"dolg_outfit,helm_respirator_old",0.45,0.8,0.15,0
actors\stalker_dolg\stalker_dolg_2_proto,"dolg_heavy_proto_exo_outfit,helm_battle",0.45,0.7,0.2,0.3
actors\stalker_dolg\stalker_dolg_2_tacric_m150,"dolg_outfit,helm_m50",0.45,0.8,0.15,0.3
actors\stalker_dolg\stalker_dolg_2_tactic_custom,"dolg_outfit,helm_ach7ex",0.45,0.8,0.15,0.3
actors\stalker_dolg\stalker_dolg_2_tactic_custom_2,"dolg_outfit,helm_ach7ex",0.45,0.8,0.15,0.3
actors\stalker_dolg\stalker_dolg_2_tactic_custom_3,"dolg_outfit,helm_ach7ex",0.45,0.8,0.15,0.3
actors\stalker_dolg\stalker_dolg_2a_face_medicine,"dolg_outfit,helm_respirator",0.45,0.8,0.15,0
actors\stalker_dolg\stalker_dolg_2a_gp5,"nbc_dolg_outfit,helm_respirator_gp5",0.7,0.85,0.15,0
actors\stalker_dolg\stalker_dolg_3,dolg_pantsir_outfit,0.3,0.75,0.25,0.3
actors\stalker_dolg\stalker_dolg_3_backpack_helm_battle,"dolg_heavy_outfit,helm_battle",0.3,0.75,0.25,0.3
actors\stalker_dolg\stalker_dolg_3_backpack_helm_battle_nogas,"dolg_heavy_outfit,helm_battle",0.3,0.75,0.25,0.2
actors\stalker_dolg\stalker_dolg_3_backpack_helm_tactic,"dolg_heavy_outfit,helm_tactic",0.3,0.75,0.25,0.3
actors\stalker_dolg\stalker_dolg_3_backpack_helm_tactic_nogas,"dolg_heavy_outfit,helm_tactic",0.3,0.75,0.25,0.2
actors\stalker_dolg\stalker_dolg_3_balloon_helm_battle,"dolg_heavy_outfit,helm_battle",0.3,0.75,0.25,0.2
actors\stalker_dolg\stalker_dolg_3_balloon_helm_tactic,"dolg_heavy_outfit,helm_tactic",0.3,0.75,0.25,0.2
actors\stalker_dolg\stalker_dolg_3_balloon_on_helm_battle,"dolg_heavy_outfit,helm_battle",0.3,0.75,0.25,0.2
actors\stalker_dolg\stalker_dolg_3_balloon_on_helm_tactic,"dolg_heavy_outfit,helm_tactic",0.3,0.75,0.25,0.2
actors\stalker_dolg\stalker_dolg_3_helm_battle,"dolg_heavy_outfit,helm_battle",0.3,0.75,0.25,0.3
actors\stalker_dolg\stalker_dolg_3_helm_battle_nogas,"dolg_heavy_outfit,helm_battle",0.3,0.75,0.25,0.2
actors\stalker_dolg\stalker_dolg_3_helm_tactic,"dolg_heavy_outfit,helm_tactic",0.3,0.75,0.25,0.3
actors\stalker_dolg\stalker_dolg_3_helm_tactic_nogas,"dolg_heavy_outfit,helm_tactic",0.3,0.75,0.25,0.2
actors\stalker_dolg\stalker_dolg_3_psz9d_skat,dolg_heavy_outfit,0.3,0.75,0.25,0.3
actors\stalker_dolg\stalker_dolg_3_tactic_custom,"dolg_outfit,helm_ach7ex",0.3,0.75,0.25,0.3
actors\stalker_dolg\stalker_dolg_4,"dolg_exo_outfit,helm_exo",0.15,0.7,0.55,0.3
actors\stalker_dolg\stalker_dolg_4_exo_custom,"dolg_exo_outfit,helm_metro",0.15,0.7,0.55,0.3
actors\stalker_dolg\stalker_dolg_4_goggles,"dolg_exo_outfit,helm_exo",0.15,0.7,0.55,0.15
actors\stalker_dolg\stalker_dolg_4_oldsun,"dolg_exo_outfit,helm_exo",0.15,0.7,0.55,0.3
actors\stalker_dolg\stalker_dolg_4_proto,"dolg_proto_exo_outfit,helm_respirator",0.45,0.7,0.2,0
actors\stalker_dolg\stalker_dolg_4_proto_2,"dolg_exo_outfit,helm_exo",0.45,0.7,0.2,0
actors\stalker_dolg\stalker_dolg_5,"light_dolg_outfit,helm_metro",0.3,0.75,0.25,0
actors\stalker_dolg\stalker_dolg_5_exo_head,"dolg_exo_outfit,helm_exo",0.3,0.75,0.25,0.3
actors\stalker_dolg\stalker_dolg_8,"dolg_heavy_outfit,helm_respirator",0.3,0.75,0.25,0
actors\stalker_dolg\stalker_dolg_9b,"dolg_nosorog_outfit,helm_spartan",0.15,0.7,0.65,0.35
actors\stalker_dolg\stalker_dolg_9c,"dolg_nosorog_outfit,helm_spartan",0.15,0.7,0.65,0.35
actors\stalker_dolg\stalker_dolg_advanced_scrapper_1,"dolg_red_outfit,helm_spartan",0.45,0.8,0.15,0
actors\stalker_dolg\stalker_dolg_advanced_scrapper_2,"dolg_red_outfit,helm_spartan",0.45,0.8,0.15,0
actors\stalker_dolg\stalker_dolg_advanced_scrapper_3,"dolg_red_outfit,helm_spartan",0.45,0.8,0.15,0
actors\stalker_dolg\stalker_dolg_advanced_scrapper_4,"dolg_red_outfit,helm_metro",0.45,0.8,0.15,0.3
actors\stalker_dolg\stalker_dolg_advanced_scrapper_5,"dolg_red_outfit,helm_metro",0.45,0.8,0.15,0.3
actors\stalker_dolg\stalker_dolg_aztec,,0.45,0.8,0.15,0
actors\stalker_dolg\stalker_dolg_aztec_tactic,"light_dolg_outfit,helm_tactic",0.45,0.8,0.15,0.3
actors\stalker_dolg\stalker_dolg_barman,,0.3,0.75,0.2,0
actors\stalker_dolg\stalker_dolg_beril_mk2l,"specops_dolg_outfit,helm_ach7ex",0.3,0.75,0.2,0.3
actors\stalker_dolg\stalker_dolg_berill,"specops_dolg_outfit,helm_tactic",0.3,0.75,0.2,0.2
actors\stalker_dolg\stalker_dolg_berill_2,"specops_dolg_outfit,helm_ach7",0.3,0.75,0.2,0.2
actors\stalker_dolg\stalker_dolg_berill_2_altyn_1,"specops_dolg_outfit,helm_metro",0.3,0.75,0.2,0.3
actors\stalker_dolg\stalker_dolg_berill_2_altyn_2,"specops_dolg_outfit,helm_metro",0.3,0.75,0.2,0.2
actors\stalker_dolg\stalker_dolg_berill_2_altyn_3,"specops_dolg_outfit,helm_metro",0.3,0.75,0.2,0.3
actors\stalker_dolg\stalker_dolg_berill_2_altyn_4,"specops_dolg_outfit,helm_metro",0.3,0.75,0.2,0.3
actors\stalker_dolg\stalker_dolg_berill_2ndgen_1,"specops_dolg_outfit,helm_ach7",0.3,0.7,0.3,0.3
actors\stalker_dolg\stalker_dolg_berill_2ndgen_2,"specops_dolg_outfit,helm_ach7",0.3,0.7,0.3,0.3
actors\stalker_dolg\stalker_dolg_berill_3,"specops_dolg_outfit,helm_ach7ex",0.3,0.75,0.2,0.3
actors\stalker_dolg\stalker_dolg_berill_4,"specops_dolg_outfit,helm_ach7ex",0.3,0.75,0.2,0.3
actors\stalker_dolg\stalker_dolg_berill_5,"specops_dolg_outfit,helm_ach7ex",0.3,0.75,0.2,0
actors\stalker_dolg\stalker_dolg_berill_6,"specops_dolg_outfit,helm_ach7ex",0.3,0.75,0.2,0.2
actors\stalker_dolg\stalker_dolg_berill_7,"specops_dolg_outfit,helm_ach7ex",0.3,0.75,0.2,0.3
actors\stalker_dolg\stalker_dolg_berill_8,"specops_dolg_outfit,helm_ach7ex",0.3,0.75,0.2,0.3
actors\stalker_dolg\stalker_dolg_berill_mk_noknife,"specops_dolg_outfit,helm_ach7ex",0.3,0.75,0.2,0.3
actors\stalker_dolg\stalker_dolg_berill_skathead,"specops_dolg_outfit,helm_battle",0.3,0.75,0.2,0.3
actors\stalker_dolg\stalker_dolg_berill_special_helm,"specops_dolg_outfit,helm_battle",0.3,0.75,0.2,0.3
actors\stalker_dolg\stalker_dolg_berill_ssp_1,"specops_dolg_outfit,helm_protective",0.45,0.7,0.2,0.15
actors\stalker_dolg\stalker_dolg_berill_ssp_2,"specops_dolg_outfit,helm_protective",0.45,0.7,0.2,0.15
actors\stalker_dolg\stalker_dolg_berill_w_skat_implants_1,"light_dolg_outfit,helm_ach7ex",0.3,0.75,0.25,0.3
actors\stalker_dolg\stalker_dolg_berill_w_skat_implants_2,"light_dolg_outfit,helm_ach7ex",0.3,0.75,0.25,0.3
actors\stalker_dolg\stalker_dolg_boonie_1,dolg_outfit,0.45,0.8,0.15,0
actors\stalker_dolg\stalker_dolg_como,"dolg_outfit,helm_respirator_old",0.45,0.8,0.15,0
actors\stalker_dolg\stalker_dolg_como_2,"dolg_outfit,helm_respirator_old",0.45,0.8,0.15,0
actors\stalker_dolg\stalker_dolg_como_3,"dolg_outfit,helm_respirator_old",0.45,0.8,0.15,0
