~,pda_encyclopedia_name,st_ui_dbg_spawn_type,st_upgr_cost,st_data_export_can_be_looted_by_npc
af_electra_fla_lead_box,st_af-electra-flash_lead_box_name,i_arty_cont,0,N
af_electra_flash,st_af_electra_flash_name,i_arty,56557,Y
af_electra_flash2,st_af_electra_flash2_name,i_arty,29797,Y
af_electra_flash2_af_aac,st_af_electra_flash2_af_aac_name,i_arty_cont,0,N
af_electra_flash2_af_aam,st_af_electra_flash2_af_aam_name,i_arty_cont,0,N
af_electra_flash2_af_iam,st_af_electra_flash2_af_iam_name,i_arty_cont,0,N
af_electra_flash2_lead_box,st_af_electra_flash2_lead_box_name,i_arty_cont,0,N
af_electra_flash3,st_af_electra_flash3_name,i_arty,30172,Y
af_electra_flash3_af_aac,st_af_electra_flash3_af_aac_name,i_arty_cont,0,N
af_electra_flash3_af_aam,st_af_electra_flash3_af_aam_name,i_arty_cont,0,N
af_electra_flash3_af_iam,st_af_electra_flash3_af_iam_name,i_arty_cont,0,N
af_electra_flash3_lead_box,st_af_electra_flash3_lead_box_name,i_arty_cont,0,N
af_electra_flash_af_aac,st_af_electra_flash_af_aac_name,i_arty_cont,0,Y
af_electra_flash_af_aam,st_af_electra_flash_af_aam_name,i_arty_cont,0,Y
af_electra_flash_af_iam,st_af_electra_flash_af_iam_name,i_arty_cont,0,Y
af_electra_flash_lead_box,st_af_electra_flash_lead_box_name,i_arty_cont,0,N
af_electra_moon,af-electra-moonlight,i_arty,35980,Y
af_electra_moon_af_aac,st_af-electra-moonlight_aac_name,i_arty_cont,0,N
af_electra_moon_af_aam,st_af-electra-moonlight_aam_name,i_arty_cont,0,N
af_electra_moon_af_iam,st_af-electra-moonlight_iam_name,i_arty_cont,0,N
af_electra_moon_lead_box,st_af-electra-moonlight_lead_box_name,i_arty_cont,0,N
af_electra_moonlight,st_af_electra_moonlight_name,i_arty,41729,Y
af_electra_moonlight2,st_af_electra_moonlight2_name,i_arty,60353,Y
af_electra_moonlight2_af_aac,st_af_electra_moonlight2_af_aac_name,i_arty_cont,0,N
af_electra_moonlight2_af_aam,st_af_electra_moonlight2_af_aam_name,i_arty_cont,0,N
af_electra_moonlight2_af_iam,st_af_electra_moonlight2_af_iam_name,i_arty_cont,0,N
af_electra_moonlight2_lead_box,st_af_electra_moonlight2_lead_box_name,i_arty_cont,0,N
af_electra_moonlight_af_aac,st_af_electra_moonlight_af_aac_name,i_arty_cont,0,Y
af_electra_moonlight_af_aam,st_af_electra_moonlight_af_aam_name,i_arty_cont,0,Y
af_electra_moonlight_af_iam,st_af_electra_moonlight_af_iam_name,i_arty_cont,0,Y
af_electra_moonlight_lead_box,st_af_electra_moonlight_lead_box_name,i_arty_cont,0,N
af_electra_spar,af-electra-sparkler,i_arty_junk,8900,Y
af_electra_sparkler,st_af_electra_sparkler_name,i_arty,31748,Y
af_electra_sparkler2,st_af_electra_sparkler2_name,i_arty,45280,Y
af_electra_sparkler2_af_aac,st_af_electra_sparkler2_af_aac_name,i_arty_cont,0,N
af_electra_sparkler2_af_aam,st_af_electra_sparkler2_af_aam_name,i_arty_cont,0,N
af_electra_sparkler2_af_iam,st_af_electra_sparkler2_af_iam_name,i_arty_cont,0,N
af_electra_sparkler2_lead_box,st_af_electra_sparkler2_lead_box_name,i_arty_cont,0,N
af_electra_sparkler3,st_af_electra_sparkler3_name,i_arty,53573,Y
af_electra_sparkler3_af_aac,st_af_electra_sparkler3_af_aac_name,i_arty_cont,0,N
af_electra_sparkler3_af_aam,st_af_electra_sparkler3_af_aam_name,i_arty_cont,0,N
af_electra_sparkler3_af_iam,st_af_electra_sparkler3_af_iam_name,i_arty_cont,0,N
af_electra_sparkler3_lead_box,st_af_electra_sparkler3_lead_box_name,i_arty_cont,0,N
af_electra_sparkler_af_aac,st_af_electra_sparkler_af_aac_name,i_arty_cont,0,Y
af_electra_sparkler_af_aam,st_af_electra_sparkler_af_aam_name,i_arty_cont,0,Y
af_electra_sparkler_af_iam,st_af_electra_sparkler_af_iam_name,i_arty_cont,0,Y
af_electra_sparkler_lead_box,st_af_electra_sparkler_lead_box_name,i_arty_cont,0,N
af_electro_crystal_thorn,af_electro_crystal_thorn_name,i_arty,53825,Y
af_electro_crystal_thorn_af_aac,st_af_electro_crystal_thorn_af_aac_name,i_arty_cont,0,N
af_electro_crystal_thorn_af_aam,st_af_electro_crystal_thorn_af_aam_name,i_arty_cont,0,N
af_electro_crystal_thorn_af_iam,st_af_electro_crystal_thorn_af_iam_name,i_arty_cont,0,N
af_electro_crystal_thorn_lead_box,st_af_electro_crystal_thorn_lead_box_name,i_arty_cont,0,N
af_elektron,st_af_elektron_name,i_arty_junk,21300,Y
af_empty,st_af_empty_name,i_arty,42760,Y
af_empty_af_aac,st_af_empty_af_aac_name,i_arty_cont,0,Y
af_empty_af_aam,st_af_empty_af_aam_name,i_arty_cont,0,Y
af_empty_af_iam,st_af_empty_af_iam_name,i_arty_cont,0,Y
af_empty_lead_box,st_af_empty_lead_box_name,i_arty_cont,0,Y
af_eye,st_af_eye_name,i_arty,44811,Y
af_eye3,st_af_eye3_name,i_arty,26434,Y
af_eye3_af_aac,st_af_eye3_af_aac_name,i_arty_cont,0,N
af_eye3_af_aam,st_af_eye3_af_aam_name,i_arty_cont,0,N
af_eye3_af_iam,st_af_eye3_af_iam_name,i_arty_cont,0,N
af_eye3_lead_box,st_af_eye3_lead_box_name,i_arty_cont,0,N
af_eye_af_aac,st_af_eye_af_aac_name,i_arty_cont,0,Y
af_eye_af_aam,st_af_eye_af_aam_name,i_arty_cont,0,Y
af_eye_af_iam,st_af_eye_af_iam_name,i_arty_cont,0,Y
af_eye_lead_box,st_af_eye_lead_box_name,i_arty_cont,0,N
af_fire,st_af_fire_name,i_arty,48658,Y
af_fire3,st_af_fire3_name,i_arty,27486,Y
af_fire3_af_aac,st_af_fire3_af_aac_name,i_arty_cont,0,N
af_fire3_af_aam,st_af_fire3_af_aam_name,i_arty_cont,0,N
af_fire3_af_iam,st_af_fire3_af_iam_name,i_arty_cont,0,N
af_fire3_lead_box,st_af_fire3_lead_box_name,i_arty_cont,0,N
af_fire_af_aac,st_af_fire_af_aac_name,i_arty_cont,0,Y
af_fire_af_aam,st_af_fire_af_aam_name,i_arty_cont,0,Y
af_fire_af_iam,st_af_fire_af_iam_name,i_arty_cont,0,Y
af_fire_ba,af-fireball,i_arty,20264,Y
af_fire_ba_af_aac,st_af-fireball_aac_name,i_arty_cont,0,N
af_fire_ba_af_aam,st_af-fireball_aam_name,i_arty_cont,0,N
af_fire_ba_af_iam,st_af-fireball_iam_name,i_arty_cont,0,N
af_fire_ba_lead_box,st_af-fireball_lead_box_name,i_arty_cont,0,N
af_fire_lead_box,st_af_fire_lead_box_name,i_arty_cont,0,N
af_fire_loop,st_af_fire_loop_name,i_arty_junk,16800,Y
af_fireball,st_af_fireball_name,i_arty,52795,Y
af_fireball2,st_af_fireball2_name,i_arty,53558,Y
af_fireball2_af_aac,st_af_fireball2_af_aac_name,i_arty_cont,0,N
af_fireball2_af_aam,st_af_fireball2_af_aam_name,i_arty_cont,0,N
af_fireball2_af_iam,st_af_fireball2_af_iam_name,i_arty_cont,0,N
af_fireball2_lead_box,st_af_fireball2_lead_box_name,i_arty_cont,0,N
af_fireball3,st_af_fireball3_name,i_arty,28686,Y
af_fireball3_af_aac,st_af_fireball3_af_aac_name,i_arty_cont,0,N
af_fireball3_af_aam,st_af_fireball3_af_aam_name,i_arty_cont,0,N
af_fireball3_af_iam,st_af_fireball3_af_iam_name,i_arty_cont,0,N
af_fireball3_lead_box,st_af_fireball3_lead_box_name,i_arty_cont,0,N
af_fireball_af_aac,st_af_fireball_af_aac_name,i_arty_cont,0,Y
af_fireball_af_aam,st_af_fireball_af_aam_name,i_arty_cont,0,Y
af_fireball_af_iam,st_af_fireball_af_iam_name,i_arty_cont,0,Y
af_fireball_lead_box,st_af_fireball_lead_box_name,i_arty_cont,0,N
af_fonar,st_af_fonar_name,i_arty_junk,17800,Y
af_fountain,st_af_fountain_name,i_arty_junk,16100,Y
af_frames,st_af_frames_name,i_attach,6380,Y
af_frames_up,st_af_frames_up_name,i_attach,12660,Y
af_freon,st_af_freon_name,i_attach,4580,Y
af_freon_up,st_af_freon_up_name,i_attach,11320,Y
af_full_empty,st_af_full_empty_name,i_arty,57320,Y
af_full_empty_af_aac,st_af_full_empty_af_aac_name,i_arty_cont,0,Y
af_full_empty_af_aam,st_af_full_empty_af_aam_name,i_arty_cont,0,Y
af_full_empty_af_iam,st_af_full_empty_af_iam_name,i_arty_cont,0,Y
af_full_empty_lead_box,st_af_full_empty_lead_box_name,i_arty_cont,0,Y
af_fuzz_kolobok,st_af_fuzz_kolobok_name,i_arty,40594,Y
af_fuzz_kolobok2,st_af_fuzz_kolobok2_name,i_arty,50539,Y
af_fuzz_kolobok2_af_aac,st_af_fuzz_kolobok2_af_aac_name,i_arty_cont,0,N
af_fuzz_kolobok2_af_aam,st_af_fuzz_kolobok2_af_aam_name,i_arty_cont,0,N
af_fuzz_kolobok2_af_iam,st_af_fuzz_kolobok2_af_iam_name,i_arty_cont,0,N
af_fuzz_kolobok2_lead_box,st_af_fuzz_kolobok2_lead_box_name,i_arty_cont,0,N
af_fuzz_kolobok3,st_af_fuzz_kolobok3_name,i_arty,41785,Y
af_fuzz_kolobok3_af_aac,st_af_fuzz_kolobok3_af_aac_name,i_arty_cont,0,N
af_fuzz_kolobok3_af_aam,st_af_fuzz_kolobok3_af_aam_name,i_arty_cont,0,N
af_fuzz_kolobok3_af_iam,st_af_fuzz_kolobok3_af_iam_name,i_arty_cont,0,N
af_fuzz_kolobok3_lead_box,st_af_fuzz_kolobok3_lead_box_name,i_arty_cont,0,N
af_fuzz_kolobok_af_aac,st_af_fuzz_kolobok_af_aac_name,i_arty_cont,0,Y
af_fuzz_kolobok_af_aam,st_af_fuzz_kolobok_af_aam_name,i_arty_cont,0,Y
af_fuzz_kolobok_af_iam,st_af_fuzz_kolobok_af_iam_name,i_arty_cont,0,Y
af_fuzz_kolobok_lead_box,st_af_fuzz_kolobok_lead_box_name,i_arty_cont,0,N
af_geliy,st_af_geliy_name,i_arty,73150,N
af_generator,st_af_generator_name,i_arty_junk,20700,Y
af_gimlet,st_af_gimlet_name,i_arty,30700,N
af_gimlet_af_aac,st_af_gimlet_af_aac_name,i_arty_cont,0,N
af_gimlet_af_aam,st_af_gimlet_af_aam_name,i_arty_cont,0,N
af_gimlet_af_iam,st_af_gimlet_af_iam_name,i_arty_cont,0,N
af_gimlet_lead_box,st_af_gimlet_lead_box_name,i_arty_cont,0,N
af_glass,st_af_glass_name,i_arty,55279,Y
af_glass3,st_af_glass3_name,i_arty,30431,Y
af_glass3_af_aac,st_af_glass3_af_aac_name,i_arty_cont,0,N
af_glass3_af_aam,st_af_glass3_af_aam_name,i_arty_cont,0,N
af_glass3_af_iam,st_af_glass3_af_iam_name,i_arty_cont,0,N
af_glass3_lead_box,st_af_glass3_lead_box_name,i_arty_cont,0,N
af_glass_af_aac,st_af_glass_af_aac_name,i_arty_cont,0,Y
af_glass_af_aam,st_af_glass_af_aam_name,i_arty_cont,0,Y
af_glass_af_iam,st_af_glass_af_iam_name,i_arty_cont,0,Y
af_glass_lead_box,st_af_glass_lead_box_name,i_arty_cont,0,N
af_gold_fish,st_af_gold_fish_name,i_arty,66200,Y
af_gold_fish2,st_af_gold_fish2_name,i_arty,57633,Y
af_gold_fish2_af_aac,st_af_gold_fish2_af_aac_name,i_arty_cont,0,N
af_gold_fish2_af_aam,st_af_gold_fish2_af_aam_name,i_arty_cont,0,N
af_gold_fish2_af_iam,st_af_gold_fish2_af_iam_name,i_arty_cont,0,N
af_gold_fish2_lead_box,st_af_gold_fish2_lead_box_name,i_arty_cont,0,N
af_gold_fish_af_aac,st_af_gold_fish_af_aac_name,i_arty_cont,0,Y
af_gold_fish_af_aam,st_af_gold_fish_af_aam_name,i_arty_cont,0,Y
af_gold_fish_af_iam,st_af_gold_fish_af_iam_name,i_arty_cont,0,Y
af_gold_fish_lead_box,st_af_gold_fish_lead_box_name,i_arty_cont,0,N
af_grapes,st_af_grapes_name,i_arty_junk,18700,Y
af_gravi,st_af_gravi_name,i_arty,47500,Y
af_gravi2,st_af_gravi2_name,i_arty,35435,Y
af_gravi2_af_aac,st_af_gravi2_af_aac_name,i_arty_cont,0,N
af_gravi2_af_aam,st_af_gravi2_af_aam_name,i_arty_cont,0,N
af_gravi2_af_iam,st_af_gravi2_af_iam_name,i_arty_cont,0,N
af_gravi2_lead_box,st_af_gravi2_lead_box_name,i_arty_cont,0,N
af_gravi_af_aac,st_af_gravi_af_aac_name,i_arty_cont,0,Y
af_gravi_af_aam,st_af_gravi_af_aam_name,i_arty_cont,0,Y
af_gravi_af_iam,st_af_gravi_af_iam_name,i_arty_cont,0,Y
af_gravi_lead_box,st_af_gravi_lead_box_name,i_arty_cont,0,N
af_grid,st_af_grid_name,i_attach,9450,Y
af_grid_up,st_af_grid_up_name,i_attach,16800,Y
af_gubka3,st_af_gubka3_name,i_arty,28156,Y
af_gubka3_af_aac,st_af_gubka3_af_aac_name,i_arty_cont,0,N
af_gubka3_af_aam,st_af_gubka3_af_aam_name,i_arty_cont,0,N
af_gubka3_af_iam,st_af_gubka3_af_iam_name,i_arty_cont,0,N
af_gubka3_lead_box,st_af_gubka3_lead_box_name,i_arty_cont,0,N
af_iam,st_af_iam_name,i_arty_cont,11385,Y
af_ice,st_af_ice_name,i_arty,59311,Y
af_ice3,st_af_ice3_name,i_arty,25735,Y
af_ice3_af_aac,st_af_ice3_af_aac_name,i_arty_cont,0,N
af_ice3_af_aam,st_af_ice3_af_aam_name,i_arty_cont,0,N
af_ice3_af_iam,st_af_ice3_af_iam_name,i_arty_cont,0,N
af_ice3_lead_box,st_af_ice3_lead_box_name,i_arty_cont,0,N
af_ice_af_aac,st_af_ice_af_aac_name,i_arty_cont,0,Y
af_ice_af_aam,st_af_ice_af_aam_name,i_arty_cont,0,Y
af_ice_af_iam,st_af_ice_af_iam_name,i_arty_cont,0,Y
af_ice_lead_box,st_af_ice_lead_box_name,i_arty_cont,0,N
af_indeikam3,st_af_indeikam3_name,i_arty,32758,Y
af_indeikam3_af_aac,st_af_indeikam3_af_aac_name,i_arty_cont,0,N
af_indeikam3_af_aam,st_af_indeikam3_af_aam_name,i_arty_cont,0,N
af_indeikam3_af_iam,st_af_indeikam3_af_iam_name,i_arty_cont,0,N
af_indeikam3_lead_box,st_af_indeikam3_lead_box_name,i_arty_cont,0,N
af_itcher,st_af_itcher_name,i_arty,38864,Y
af_itcher_af_aac,st_af_itcher_af_aac_name,i_arty_cont,0,Y
af_itcher_af_aam,st_af_itcher_af_aam_name,i_arty_cont,0,Y
af_itcher_af_iam,st_af_itcher_af_iam_name,i_arty_cont,0,Y
af_itcher_lead_box,st_af_itcher_lead_box_name,i_arty_cont,0,Y
af_itching1,st_af_itching1_name,i_arty_junk,18300,Y
af_itching_low,st_af_itching_low_name,i_arty_junk,13100,Y
af_joker,st_af_joker_name,i_arty_junk,19500,Y
af_joker_af_aac,st_af_joker_af_aac_name,i_arty_cont,0,N
af_joker_af_aam,st_af_joker_af_aam_name,i_arty_cont,0,N
af_joker_af_iam,st_af_joker_af_iam_name,i_arty_cont,0,N
af_joker_lead_box,st_af_joker_lead_box_name,i_arty_cont,0,N
af_karusel,st_af_karusel_name,i_arty,95198,Y
af_karusel_af_aac,st_af_karusel_af_aac_name,i_arty_cont,0,N
af_karusel_af_aam,st_af_karusel_af_aam_name,i_arty_cont,0,N
af_karusel_af_iam,st_af_karusel_af_iam_name,i_arty_cont,0,N
af_karusel_lead_box,st_af_karusel_lead_box_name,i_arty_cont,0,N
af_kashtan,st_af_kashtan_name,i_arty,37162,Y
af_kashtan_af_aac,st_af_kashtan_af_aac_name,i_arty_cont,0,N
af_kashtan_af_aam,st_af_kashtan_af_aam_name,i_arty_cont,0,N
af_kashtan_af_iam,st_af_kashtan_af_iam_name,i_arty_cont,0,N
af_kashtan_lead_box,st_af_kashtan_lead_box_name,i_arty_cont,0,N
af_kevlar,st_af_kevlar_name,i_attach,3190,Y
af_kevlar_up,st_af_kevlar_up_name,i_attach,4690,N
af_kislushka,st_af_kislushka_name,i_arty_junk,7600,Y
af_klaksa,st_af_klaksa_name,i_arty,21161,Y
af_klaksa_af_aac,st_af_klaksa_af_aac_name,i_arty_cont,0,N
af_klaksa_af_aam,st_af_klaksa_af_aam_name,i_arty_cont,0,N
af_klaksa_af_iam,st_af_klaksa_af_iam_name,i_arty_cont,0,N
af_klaksa_lead_box,st_af_klaksa_lead_box_name,i_arty_cont,0,N
af_kogot,st_af_kogot_name,i_arty_junk,7400,Y
af_kol_4,af_kol_4_name,i_arty,38274,Y
af_kol_4_af_aac,st_af_kol_4_af_aac_name,i_arty_cont,0,N
af_kol_4_af_aam,st_af_kol_4_af_aam_name,i_arty_cont,0,N
af_kol_4_af_iam,st_af_kol_4_af_iam_name,i_arty_cont,0,N
af_kol_4_lead_box,st_af_kol_4_lead_box_name,i_arty_cont,0,N
af_ledenec,st_af_ledenec_name,i_arty_junk,19500,Y
af_life_heart,af_life_heart_name,i_arty,52440,Y
af_life_heart_af_aac,st_af_life_heart_af_aac_name,i_arty_cont,0,N
af_life_heart_af_aam,st_af_life_heart_af_aam_name,i_arty_cont,0,N
af_life_heart_af_iam,st_af_life_heart_af_iam_name,i_arty_cont,0,N
af_life_heart_lead_box,st_af_life_heart_lead_box_name,i_arty_cont,0,N
af_lifekam,st_af_lifekam_name,i_arty,59409,Y
af_lifekam3,st_af_lifekam3_name,i_arty,39732,Y
af_lifekam3_af_aac,st_af_lifekam3_af_aac_name,i_arty_cont,0,N
af_lifekam3_af_aam,st_af_lifekam3_af_aam_name,i_arty_cont,0,N
af_lifekam3_af_iam,st_af_lifekam3_af_iam_name,i_arty_cont,0,N
af_lifekam3_lead_box,st_af_lifekam3_lead_box_name,i_arty_cont,0,N
af_lifekam_af_aac,st_af_lifekam_af_aac_name,i_arty_cont,0,N
af_lifekam_af_aam,st_af_lifekam_af_aam_name,i_arty_cont,0,N
af_lifekam_af_iam,st_af_lifekam_af_iam_name,i_arty_cont,0,N
af_lifekam_lead_box,st_af_lifekam_lead_box_name,i_arty_cont,0,N
af_lighthouse,st_af_lighthouse_name,i_arty_junk,24500,Y
af_lobster_eyes,st_af_lobster_eyes_name,i_arty,59860,Y
af_lobster_eyes_af_aac,st_af_lobster_eyes_af_aac_name,i_arty_cont,0,Y
af_lobster_eyes_af_aam,st_af_lobster_eyes_af_aam_name,i_arty_cont,0,Y
af_lobster_eyes_af_iam,st_af_lobster_eyes_af_iam_name,i_arty_cont,0,Y
af_lobster_eyes_lead_box,st_af_lobster_eyes_lead_box_name,i_arty_cont,0,Y
af_magnito,st_af_magnito_name,i_arty,58948,Y
af_magnito_af_aac,st_af_magnito_af_aac_name,i_arty_cont,0,N
af_magnito_af_aam,st_af_magnito_af_aam_name,i_arty_cont,0,N
af_magnito_af_iam,st_af_magnito_af_iam_name,i_arty_cont,0,N
af_magnito_lead_box,st_af_magnito_lead_box_name,i_arty_cont,0,N
af_mahovik,st_af_mahovik_name,i_arty,32008,Y
af_mahovik_af_aac,st_af_mahovik_af_aac_name,i_arty_cont,0,N
af_mahovik_af_aam,st_af_mahovik_af_aam_name,i_arty_cont,0,N
af_mahovik_af_iam,st_af_mahovik_af_iam_name,i_arty_cont,0,N
af_mahovik_lead_box,st_af_mahovik_lead_box_name,i_arty_cont,0,N
af_mayatnik,st_af_mayatnik_name,i_arty,26029,Y
af_mayatnik3,st_af_mayatnik3_name,i_arty,36568,Y
af_mayatnik3_af_aac,st_af_mayatnik3_af_aac_name,i_arty_cont,0,N
af_mayatnik3_af_aam,st_af_mayatnik3_af_aam_name,i_arty_cont,0,N
af_mayatnik3_af_iam,st_af_mayatnik3_af_iam_name,i_arty_cont,0,N
af_mayatnik3_lead_box,st_af_mayatnik3_lead_box_name,i_arty_cont,0,N
af_mayatnik_af_aac,st_af_mayatnik_af_aac_name,i_arty_cont,0,N
af_mayatnik_af_aam,st_af_mayatnik_af_aam_name,i_arty_cont,0,N
af_mayatnik_af_iam,st_af_mayatnik_af_iam_name,i_arty_cont,0,N
af_mayatnik_lead_box,st_af_mayatnik_lead_box_name,i_arty_cont,0,N
af_med,af-medusa,i_arty_junk,14300,Y
af_medallion,st_af_medallion_name,i_arty_junk,24900,Y
af_medusa,st_af_medusa_name,i_arty,24900,Y
af_medusa_af_aac,st_af_medusa_af_aac_name,i_arty_cont,0,Y
af_medusa_af_aam,st_af_medusa_af_aam_name,i_arty_cont,0,Y
af_medusa_af_iam,st_af_medusa_af_iam_name,i_arty_cont,0,Y
af_medusa_green,af_medusa_green_name,i_arty,49414,Y
af_medusa_green_af_aac,st_af_medusa_green_af_aac_name,i_arty_cont,0,N
af_medusa_green_af_aam,st_af_medusa_green_af_aam_name,i_arty_cont,0,N
af_medusa_green_af_iam,st_af_medusa_green_af_iam_name,i_arty_cont,0,N
af_medusa_green_lead_box,st_af_medusa_green_lead_box_name,i_arty_cont,0,N
af_medusa_lead_box,st_af_medusa_lead_box_name,i_arty_cont,0,N
af_microb,st_af_microb_name,i_arty,60208,Y
af_microb_af_aac,st_af_microb_af_aac_name,i_arty_cont,0,N
af_microb_af_aam,st_af_microb_af_aam_name,i_arty_cont,0,N
af_microb_af_iam,st_af_microb_af_iam_name,i_arty_cont,0,N
af_microb_lead_box,st_af_microb_lead_box_name,i_arty_cont,0,N
af_midi,st_af_midi_name,i_arty_junk,20400,Y
af_mincer_me,af-mincer-meat,i_arty,42122,Y
af_mincer_me_af_aac,st_af-mincer-meat_aac_name,i_arty_cont,0,N
af_mincer_me_af_aam,st_af-mincer-meat_aam_name,i_arty_cont,0,N
af_mincer_me_af_iam,st_af-mincer-meat_iam_name,i_arty_cont,0,N
af_mincer_me_lead_box,st_af-mincer-meat_lead_box_name,i_arty_cont,0,N
af_mincer_meat,st_af_mincer_meat_name,i_arty,31960,Y
af_mincer_meat2,st_af_mincer_meat2_name,i_arty,29796,Y
af_mincer_meat2_af_aac,st_af_mincer_meat2_af_aac_name,i_arty_cont,0,N
af_mincer_meat2_af_aam,st_af_mincer_meat2_af_aam_name,i_arty_cont,0,N
af_mincer_meat2_af_iam,st_af_mincer_meat2_af_iam_name,i_arty_cont,0,N
af_mincer_meat2_lead_box,st_af_mincer_meat2_lead_box_name,i_arty_cont,0,N
af_mincer_meat_af_aac,st_af_mincer_meat_af_aac_name,i_arty_cont,0,Y
af_mincer_meat_af_aam,st_af_mincer_meat_af_aam_name,i_arty_cont,0,Y
af_mincer_meat_af_iam,st_af_mincer_meat_af_iam_name,i_arty_cont,0,Y
af_mincer_meat_lead_box,st_af_mincer_meat_lead_box_name,i_arty_cont,0,N
af_misery_bread,st_af_misery_bread_name,i_arty,9900,N
af_misery_bread_af_aac,st_af_misery_bread_af_aac_name,i_arty_cont,0,Y
af_misery_bread_af_aam,st_af_misery_bread_af_aam_name,i_arty_cont,0,Y
af_misery_bread_af_iam,st_af_misery_bread_af_iam_name,i_arty_cont,0,Y
af_misery_bread_lead_box,st_af_misery_bread_lead_box_name,i_arty_cont,0,Y
af_moh,st_af_moh_name,i_arty_junk,6300,Y
af_monolith,st_af_monolith_name,i_arty,115092,Y
af_morf,st_af_morf_name,i_arty,54046,Y
af_morf_af_aac,st_af_morf_af_aac_name,i_arty_cont,0,N
af_morf_af_aam,st_af_morf_af_aam_name,i_arty_cont,0,N
af_morf_af_iam,st_af_morf_af_iam_name,i_arty_cont,0,N
af_morf_lead_box,st_af_morf_lead_box_name,i_arty_cont,0,N
af_nigh_sta,af-night-star,i_arty_junk,19500,Y
af_night_star,st_af_night_star_name,i_arty,33200,Y
af_night_star2,st_af_night_star2_name,i_arty,20228,Y
af_night_star2_af_aac,st_af_night_star2_af_aac_name,i_arty_cont,0,N
af_night_star2_af_aam,st_af_night_star2_af_aam_name,i_arty_cont,0,N
af_night_star2_af_iam,st_af_night_star2_af_iam_name,i_arty_cont,0,N
af_night_star2_lead_box,st_af_night_star2_lead_box_name,i_arty_cont,0,N
af_night_star_af_aac,st_af_night_star_af_aac_name,i_arty_cont,0,Y
af_night_star_af_aam,st_af_night_star_af_aam_name,i_arty_cont,0,Y
af_night_star_af_iam,st_af_night_star_af_iam_name,i_arty_cont,0,Y
af_night_star_lead_box,st_af_night_star_lead_box_name,i_arty_cont,0,N
af_oasis_heart,st_af_oasis_heart_name,i_arty,87535,Y
af_oasis_heart2,st_oasis_heart2,i_arty,48188,Y
af_oasis_heart2_af_aac,st_af_oasis_heart2_af_aac_name,i_arty_cont,0,N
af_oasis_heart2_af_aam,st_af_oasis_heart2_af_aam_name,i_arty_cont,0,N
af_oasis_heart2_af_iam,st_af_oasis_heart2_af_iam_name,i_arty_cont,0,N
af_oasis_heart2_lead_box,st_af_oasis_heart2_lead_box_name,i_arty_cont,0,N
af_oasis_heart_af_aac,st_af_oasis_heart_af_aac_name,i_arty_cont,0,Y
af_oasis_heart_af_aam,st_af_oasis_heart_af_aam_name,i_arty_cont,0,Y
af_oasis_heart_af_iam,st_af_oasis_heart_af_iam_name,i_arty_cont,0,Y
af_oasis_heart_lead_box,st_af_oasis_heart_lead_box_name,i_arty_cont,0,N
af_oblivion,st_af_oblivion_name,i_arty,98725,Y
af_oblivion3,st_af_oblivion3_name,i_arty,24115,Y
af_oblivion3_af_aac,st_af_oblivion3_af_aac_name,i_arty_cont,0,N
af_oblivion3_af_aam,st_af_oblivion3_af_aam_name,i_arty_cont,0,N
af_oblivion3_af_iam,st_af_oblivion3_af_iam_name,i_arty_cont,0,N
af_oblivion3_lead_box,st_af_oblivion3_lead_box_name,i_arty_cont,0,N
af_oblivion_af_aac,st_af_oblivion_af_aac_name,i_arty_cont,0,N
af_oblivion_af_aam,st_af_oblivion_af_aam_name,i_arty_cont,0,N
af_oblivion_af_iam,st_af_oblivion_af_iam_name,i_arty_cont,0,N
af_oblivion_lead_box,st_af_oblivion_lead_box_name,i_arty_cont,0,N
af_oko,st_af_oko_name,i_arty,86704,Y
af_oko_af_aac,st_af_oko_af_aac_name,i_arty_cont,0,N
af_oko_af_aam,st_af_oko_af_aam_name,i_arty_cont,0,N
af_oko_af_iam,st_af_oko_af_iam_name,i_arty_cont,0,N
af_oko_lead_box,st_af_oko_lead_box_name,i_arty_cont,0,N
af_oreh,st_af_oreh_name,i_arty,27017,Y
af_oreh_af_aac,st_af_oreh_af_aac_name,i_arty_cont,0,N
af_oreh_af_aam,st_af_oreh_af_aam_name,i_arty_cont,0,N
af_oreh_af_iam,st_af_oreh_af_iam_name,i_arty_cont,0,N
af_oreh_lead_box,st_af_oreh_lead_box_name,i_arty_cont,0,N
af_padshi_angel,st_af_padshi_angel_name,i_arty,39695,Y
af_padshi_angel_af_aac,st_af_padshi_angel_af_aac_name,i_arty_cont,0,N
af_padshi_angel_af_aam,st_af_padshi_angel_af_aam_name,i_arty_cont,0,N
af_padshi_angel_af_iam,st_af_padshi_angel_af_iam_name,i_arty_cont,0,N
af_padshi_angel_lead_box,st_af_padshi_angel_lead_box_name,i_arty_cont,0,N
af_part_monolit,af_part_monolit_name,i_arty,112728,Y
af_part_monolit_af_aac,st_af_part_monolit_af_aac_name,i_arty_cont,0,N
af_part_monolit_af_aam,st_af_part_monolit_af_aam_name,i_arty_cont,0,N
af_part_monolit_af_iam,st_af_part_monolit_af_iam_name,i_arty_cont,0,N
af_part_monolit_lead_box,st_af_part_monolit_lead_box_name,i_arty_cont,0,N
af_peas,st_af_peas_name,i_arty_junk,8400,Y
af_pendulum,st_af_pendulum_name,i_arty,21618,Y
